QUOTE,LIKES,AUTHOR,TITLE,TAGS,processed_quote,original_quote,topic,topic_prob,sentiment_label,sentiment_score,sentiment_value,primary_emotion,emotion_score
"People talk about how wonderful the world seems to children, and that's true enough. But children think they will grow into it and understand it, and I know very well that I will not, and would not if I had a dozen lives.",77,Marilynne Robinson,Gilead,[],people talk wonderful world seems children that's true enough children think grow understand know well dozen lives,"People talk about how wonderful the world seems to children, and that's true enough. But children think they will grow into it and understand it, and I know very well that I will not, and would not if I had a dozen lives.",0,0.9587370665819755,POSITIVE,0.9991868138313293,0.9991868138313293,excitement,0.11252178251743317
"Not too fast,"" called Raoul. ""Let's not scare anyone.""
""His majesty said with all deliberate speed!"" chirped the courier. He flinched under Lerant's glare. 
""That's how we're doing it,"" Raoul told him. ""Deliberately.",135,Tamora Pierce,Squire,[],fast called raoul let's scare anyone majesty deliberate speed chirped courier flinched lerant's glare that's raoul told deliberately,"Not too fast,"" called Raoul. ""Let's not scare anyone.""
""His majesty said with all deliberate speed!"" chirped the courier. He flinched under Lerant's glare. 
""That's how we're doing it,"" Raoul told him. ""Deliberately.",-1,0.0,NEGATIVE,0.5084757804870605,-0.5084757804870605,nervousness,0.13740453124046326
I’m not sure I’d like to be burned. I think I might like to be fed to zoo animals. It would be both environmentally friendly and a lovely treat for the larger carnivores. Could you request that?,63,Gail Honeyman,Eleanor Oliphant Is Completely Fine,,sure burned think fed zoo animals environmentally friendly lovely treat larger carnivores request,I’m not sure I’d like to be burned. I think I might like to be fed to zoo animals. It would be both environmentally friendly and a lovely treat for the larger carnivores. Could you request that?,0,1.0,POSITIVE,0.9977421760559082,0.9977421760559082,desire,0.23337920010089874
Are you having a good time with…Ash?” “Are you having a good time with Happy Hands?” I bit down on my lip. “Such a constant smartass.,103,Jennifer L. Armentrout,Obsidian,,good time ash good time happy hands bit lip constant smartass,Are you having a good time with…Ash?” “Are you having a good time with Happy Hands?” I bit down on my lip. “Such a constant smartass.,0,0.5682566019946828,POSITIVE,0.9995032548904419,0.9995032548904419,curiosity,0.2240542769432068
"I guess if I had to pick a spiritual figurehead to possess the deed to the entirety of Earth, I'd go with Buddha, but only because he wouldn't want it.",51,Sarah Vowell,Unfamiliar Fishes,['religion'],guess pick spiritual figurehead possess deed entirety earth go buddha want,"I guess if I had to pick a spiritual figurehead to possess the deed to the entirety of Earth, I'd go with Buddha, but only because he wouldn't want it.",-1,0.0,NEGATIVE,0.9977821707725525,-0.9977821707725525,confusion,0.09411630034446716
"Hey, if you don't want to tell me, don't. But I can tell when you lie.""
Ok, that was 
 creepy. ""You can?""
He smiled grimly down at the dirty dishwater. ""Nope. But see? You fell for it anyway. Careful, or I'll read your mind with my incredible vampire superpowers.",98,Rachel Caine,Ghost Town,['michael-glass'],hey want tell tell lie ok creepy smiled grimly dirty dishwater nope see fell anyway careful read mind incredible vampire superpowers,"Hey, if you don't want to tell me, don't. But I can tell when you lie.""
Ok, that was 
 creepy. ""You can?""
He smiled grimly down at the dirty dishwater. ""Nope. But see? You fell for it anyway. Careful, or I'll read your mind with my incredible vampire superpowers.",0,1.0,POSITIVE,0.9934710264205933,0.9934710264205933,confusion,0.07548980414867401
"It would be Carol, in a thousand cities, a thousand houses, in foreign lands where they would go together, in heaven and in hell.",149,Patricia Highsmith,The Price of Salt,,carol thousand cities thousand houses foreign lands go together heaven hell,"It would be Carol, in a thousand cities, a thousand houses, in foreign lands where they would go together, in heaven and in hell.",0,0.8980822032254799,POSITIVE,0.9936218857765198,0.9936218857765198,disapproval,0.06494639813899994
"What they do not comprehend is man's helplessness. I am weak, small, of no consequence to the universe. It does not notice me; I live on unseen. But why is that bad? Isn't it that way? Whom the gods notice they destroy. Be small… and you will escape the jealousy of the great.",67,Philip K. Dick,The Man in the High Castle,,comprehend man's helplessness weak small consequence universe notice live unseen bad way gods notice destroy small escape jealousy great,"What they do not comprehend is man's helplessness. I am weak, small, of no consequence to the universe. It does not notice me; I live on unseen. But why is that bad? Isn't it that way? Whom the gods notice they destroy. Be small… and you will escape the jealousy of the great.",0,1.0,NEGATIVE,0.9866021871566772,-0.9866021871566772,confusion,0.20075282454490662
"They kidded him, calling him Admiral, but for once Le accepted the title. This was his ship. He hadn't come this far to be stopped.
They would find this House of HAdes. They'd take the Doors of Death. And by the gods, if Leo had to design a grabber arm long enough to snatch Percy and Annabeth out of Tartarus, then that's what he would do.
Nemesis wanted to wreak havoc on Gaea? leo would be happy to oblige. He was going to make Gaea sorry she ever messed with Leo Valdez.
""Yeah,"" He took once last look at the cityscape of Rome, turning bloodred in the sunset. ""Festus, raise the sails. We've got some friends to save.",63,Rick Riordan,The Mark of Athena,,kidded calling admiral le accepted title ship come far stopped find house hades take doors death gods leo design grabber arm long enough snatch percy annabeth tartarus that's nemesis wanted wreak havoc gaea leo happy oblige going make gaea sorry ever messed leo valdez yeah took last look cityscape rome turning bloodred sunset festus raise sails got friends save,"They kidded him, calling him Admiral, but for once Le accepted the title. This was his ship. He hadn't come this far to be stopped.
They would find this House of HAdes. They'd take the Doors of Death. And by the gods, if Leo had to design a grabber arm long enough to snatch Percy and Annabeth out of Tartarus, then that's what he would do.
Nemesis wanted to wreak havoc on Gaea? leo would be happy to oblige. He was going to make Gaea sorry she ever messed with Leo Valdez.
""Yeah,"" He took once last look at the cityscape of Rome, turning bloodred in the sunset. ""Festus, raise the sails. We've got some friends to save.",-1,0.0,NEGATIVE,0.5074900984764099,-0.5074900984764099,excitement,0.11210143566131592
"As we experience this love, there is a temptation at times to become hostile to our earlier understandings, feeling embarrassed that we were so ""simple"" or ""naive,"" or ""brainwashed"" or whatever terms arise when we haven't come to terms with our own story. These past understandings aren't to be denied or dismissed; they're to be embraced. Those experiences belong. Love demands that they belong. That's where we were at that point in our life and God met us there. Those moments were necessary for us to arrive here, at this place at this time, as we are. Love frees us to embrace all of our history, the history in which all things are being made new.",57,Rob Bell,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived","['love', 'past']",experience love temptation times become hostile earlier understandings feeling embarrassed simple naive brainwashed whatever terms arise come terms story past understandings denied dismissed embraced experiences belong love demands belong that's point life god met us moments necessary us arrive place time love frees us embrace history history things made new,"As we experience this love, there is a temptation at times to become hostile to our earlier understandings, feeling embarrassed that we were so ""simple"" or ""naive,"" or ""brainwashed"" or whatever terms arise when we haven't come to terms with our own story. These past understandings aren't to be denied or dismissed; they're to be embraced. Those experiences belong. Love demands that they belong. That's where we were at that point in our life and God met us there. Those moments were necessary for us to arrive here, at this place at this time, as we are. Love frees us to embrace all of our history, the history in which all things are being made new.",-1,0.0,POSITIVE,0.9988605976104736,0.9988605976104736,love,0.10298021137714386
How disturbing it is that our illusions are often our most important beliefs.,73,Hanif Kureishi,Intimacy,,disturbing illusions often important beliefs,How disturbing it is that our illusions are often our most important beliefs.,-1,0.0,NEGATIVE,0.997771143913269,-0.997771143913269,disgust,0.18229608237743378
"Remember that day I made you the elevator?” he suddenly asks.
I give him a faint smile. “How could I forget?”
“That was the day I had my first kiss.”
My smile fades.
“I’m better now,” He sets the apple beside me. “At kissing, just so you know.",274,Stephanie Perkins,Lola and the Boy Next Door,,remember day made elevator suddenly asks give faint smile forget day first kiss smile fades better sets apple beside kissing know,"Remember that day I made you the elevator?” he suddenly asks.
I give him a faint smile. “How could I forget?”
“That was the day I had my first kiss.”
My smile fades.
“I’m better now,” He sets the apple beside me. “At kissing, just so you know.",-1,0.0,NEGATIVE,0.9430603981018066,-0.9430603981018066,confusion,0.10903497785329819
"I decided as long as I'm going to hell, I might as well do it thoroughly.",2468,Stephenie Meyer,Twilight,"['ian', 'jamie', 'jared', 'melanie', 'uncle-jeb', 'wanda']",decided long going hell well thoroughly,"I decided as long as I'm going to hell, I might as well do it thoroughly.",-1,0.0,POSITIVE,0.9932542443275452,0.9932542443275452,realization,0.13676239550113678
"Will: Have you ever seen what happens to someone with demon pox? First it lies dormant. One begins to turn yellow and green. Then the swelling sets in -
Jem: THERE IS NO SUCH THING AS DEMON POX.",587,Cassandra Clare,Clockwork Angel,"['jem', 'will']",ever seen happens someone demon pox first lies dormant one begins turn yellow green swelling sets jem thing demon pox,"Will: Have you ever seen what happens to someone with demon pox? First it lies dormant. One begins to turn yellow and green. Then the swelling sets in -
Jem: THERE IS NO SUCH THING AS DEMON POX.",-1,0.0,NEGATIVE,0.991438090801239,-0.991438090801239,curiosity,0.12869609892368317
"I’ve read that one out of twenty-four people is a sociopath, and if you ask me, the other twenty-three of you should be worried.",1040,Lisa Scottoline,Every Fifteen Minutes,,read one twenty four people sociopath ask twenty three worried,"I’ve read that one out of twenty-four people is a sociopath, and if you ask me, the other twenty-three of you should be worried.",-1,0.0,NEGATIVE,0.9964743256568909,-0.9964743256568909,fear,0.2441863864660263
I wish you to become who you ­were born to be. To become queen.,397,Sarah J. Maas,Heir of Fire,[],wish become born become queen,I wish you to become who you ­were born to be. To become queen.,0,1.0,POSITIVE,0.9989620447158813,0.9989620447158813,desire,0.4695022404193878
"I crossed a thousand leagues to come to you, and lost the best part of me along the way. Don't tell me to leave.",427,George R.R. Martin,A Storm of Swords,"['love', 'romance']",crossed thousand leagues come lost best part along way tell leave,"I crossed a thousand leagues to come to you, and lost the best part of me along the way. Don't tell me to leave.",-1,0.0,NEGATIVE,0.998073935508728,-0.998073935508728,disappointment,0.13315889239311218
Beauty was not simply something to behold; it was something one could do.,132,Toni Morrison,The Bluest Eye,"['the-bluest-eye', 'toni-morrison']",beauty simply something behold something one,Beauty was not simply something to behold; it was something one could do.,0,1.0,POSITIVE,0.999760091304779,0.999760091304779,admiration,0.14235998690128326
"A picture held us captive. And we could not get outside it, for it lay in our language and language seemed to repeat it to us inexorably.",55,Ludwig Wittgenstein,Philosophical Investigations,"['language', 'philosophy', 'picture', 'solipsism']",picture held us captive get outside lay language language seemed repeat us inexorably,"A picture held us captive. And we could not get outside it, for it lay in our language and language seemed to repeat it to us inexorably.",0,0.9704994542049206,POSITIVE,0.9904876351356506,0.9904876351356506,confusion,0.14315994083881378
"It'll be no use their putting their heads down and saying ""Come up again, dear!""
I shall only look up and say ""Who am I then? Tell me that first, and then,
if I like being that person, I'll come up: if not, I'll stay down here
till I'm somebody else""--but, oh dear!' cried Alice, with a sudden burst
of tears, 'I do wish they WOULD put their heads down! I am so VERY tired
of being all alone here!",102,Lewis Carroll,Alice in Wonderland,"['identity', 'loneliness']",use putting heads saying come dear shall look tell first person come stay till somebody else oh dear ' cried alice sudden burst tears 'i wish put heads tired alone,"It'll be no use their putting their heads down and saying ""Come up again, dear!""
I shall only look up and say ""Who am I then? Tell me that first, and then,
if I like being that person, I'll come up: if not, I'll stay down here
till I'm somebody else""--but, oh dear!' cried Alice, with a sudden burst
of tears, 'I do wish they WOULD put their heads down! I am so VERY tired
of being all alone here!",-1,0.0,NEGATIVE,0.9989575147628784,-0.9989575147628784,sadness,0.19664116203784943
We can spend our lives letting the world tell us who we are. Sane or insane. Saints or sex addicts. Heroes or victims. Letting history tell us how good or bad we are. Letting our past decide our future. Or we can decide for ourselves. And maybe it's our job to invent something better.,1821,Chuck Palahniuk,Choke,[],spend lives letting world tell us sane insane saints sex addicts heroes victims letting history tell us good bad letting past decide future decide maybe job invent something better,We can spend our lives letting the world tell us who we are. Sane or insane. Saints or sex addicts. Heroes or victims. Letting history tell us how good or bad we are. Letting our past decide our future. Or we can decide for ourselves. And maybe it's our job to invent something better.,-1,0.0,NEGATIVE,0.6439018845558167,-0.6439018845558167,realization,0.10151056945323944
"It is not a dream, it is a simple feat of scientific electrical engineering, only expensive — blind, faint-hearted, doubting world! [...] Humanity is not yet sufficiently advanced to be willingly led by the discoverer's keen searching sense. But who knows? Perhaps it is better in this present world of ours that a revolutionary idea or invention instead of being helped and patted, be hampered and ill-treated in its adolescence — by want of means, by selfish interest, pedantry, stupidity and ignorance; that it be attacked and stifled; that it pass through bitter trials and tribulations, through the strife of commercial existence. So do we get our light. So all that was great in the past was ridiculed, condemned, combatted, suppressed — only to emerge all the more powerfully, all the more triumphantly from the struggle."" – Nikola Tesla (at the end of his dream for Wardenclyffe)",71,Nikola Tesla,Problem of Increasing Human Energy,,dream simple feat scientific electrical engineering expensive blind faint hearted doubting world humanity yet sufficiently advanced willingly led discoverer's keen searching sense knows perhaps better present world revolutionary idea invention instead helped patted hampered ill treated adolescence want means selfish interest pedantry stupidity ignorance attacked stifled pass bitter trials tribulations strife commercial existence get light great past ridiculed condemned combatted suppressed emerge powerfully triumphantly struggle nikola tesla end dream wardenclyffe,"It is not a dream, it is a simple feat of scientific electrical engineering, only expensive — blind, faint-hearted, doubting world! [...] Humanity is not yet sufficiently advanced to be willingly led by the discoverer's keen searching sense. But who knows? Perhaps it is better in this present world of ours that a revolutionary idea or invention instead of being helped and patted, be hampered and ill-treated in its adolescence — by want of means, by selfish interest, pedantry, stupidity and ignorance; that it be attacked and stifled; that it pass through bitter trials and tribulations, through the strife of commercial existence. So do we get our light. So all that was great in the past was ridiculed, condemned, combatted, suppressed — only to emerge all the more powerfully, all the more triumphantly from the struggle."" – Nikola Tesla (at the end of his dream for Wardenclyffe)",0,0.408187778559693,POSITIVE,0.6104956269264221,0.6104956269264221,disapproval,0.09397190064191818
"Distance can ruin even the best of intentions.
But I suppose it depends on how you look at it.
Distance just adds a richness you would not otherwise get.
People come. People go. They will drift in and out of your life, almost like characters in a favorite book.
When you finally close the cover, the characters have told their stories and you start up again with another book, complete with new characters and adventures. Then you find yourself focusing on the new ones. Not the ones from the past.",239,Nicholas Sparks,The Rescue,"['nicholas-sparks', 'the-rescue']",distance ruin even best intentions suppose depends look distance adds richness otherwise get people come people go drift life almost characters favorite book finally close cover characters told stories start another book complete new characters adventures find focusing new ones ones past,"Distance can ruin even the best of intentions.
But I suppose it depends on how you look at it.
Distance just adds a richness you would not otherwise get.
People come. People go. They will drift in and out of your life, almost like characters in a favorite book.
When you finally close the cover, the characters have told their stories and you start up again with another book, complete with new characters and adventures. Then you find yourself focusing on the new ones. Not the ones from the past.",-1,0.0,POSITIVE,0.9974405765533447,0.9974405765533447,caring,0.0803183987736702
"I want to say somewhere: I've tried to be forgiving. And yet. There were times in my life, whole years, when anger got the better of me. Ugliness turned me inside out. There was a certain satisfaction in bitterness. I courted it. It was standing outside, and I invited it in.",896,Nicole Krauss,The History of Love,['bitterness'],want somewhere tried forgiving yet times life whole years anger got better ugliness turned inside certain satisfaction bitterness courted standing outside invited,"I want to say somewhere: I've tried to be forgiving. And yet. There were times in my life, whole years, when anger got the better of me. Ugliness turned me inside out. There was a certain satisfaction in bitterness. I courted it. It was standing outside, and I invited it in.",-1,0.0,POSITIVE,0.9866683483123779,0.9866683483123779,anger,0.31534552574157715
"Magic is the art of thinking, not strength or language.",63,Christopher Paolini,Eldest,"['oromis', 'thinking']",magic art thinking strength language,"Magic is the art of thinking, not strength or language.",-1,0.0,NEGATIVE,0.9973952770233154,-0.9973952770233154,confusion,0.10689392685890198
"Keep your friends for friendship, but work with the skilled and competent",495,Robert Greene,The 48 Laws of Power,[],keep friends friendship work skilled competent,"Keep your friends for friendship, but work with the skilled and competent",0,0.8654832364564817,POSITIVE,0.9998641014099121,0.9998641014099121,caring,0.22474364936351776
"When He [God] talks of their losing their selves, He means only abandoning the clamour of self-will; once they have done that, He really gives them back all their personality, and boasts (I am afraid, sincerely) that when they are wholly His they will be more themselves than ever.",232,C.S. Lewis,The Screwtape Letters,,god talks losing selves means abandoning clamour self done really gives back personality boasts afraid sincerely wholly ever,"When He [God] talks of their losing their selves, He means only abandoning the clamour of self-will; once they have done that, He really gives them back all their personality, and boasts (I am afraid, sincerely) that when they are wholly His they will be more themselves than ever.",-1,0.0,POSITIVE,0.9916214942932129,0.9916214942932129,sadness,0.10637164115905762
I hurt with you. I bled with you - not only because we're bonded but because of the love I have for you. -- Eric Northman,227,Charlaine Harris,Dead in the Family,"['sookie-stackhouse', 'sweet-talk']",hurt bled bonded love eric northman,I hurt with you. I bled with you - not only because we're bonded but because of the love I have for you. -- Eric Northman,-1,0.0,POSITIVE,0.9937980771064758,0.9937980771064758,remorse,0.16043634712696075
"Do ye not understand?""he said, in near desparation. ""I would lay the world at your feet, Claire-and I have nothing to give ye!""
 He honestly thought it mattered.",292,Diana Gabaldon,Voyager,,ye understand near desparation lay world feet claire nothing give ye honestly thought mattered,"Do ye not understand?""he said, in near desparation. ""I would lay the world at your feet, Claire-and I have nothing to give ye!""
 He honestly thought it mattered.",0,0.6568656550552447,POSITIVE,0.9074926376342773,0.9074926376342773,embarrassment,0.111599400639534
Two things that can never be contained? Velociraptors and zombies. ~Carrow Graie,82,Kresley Cole,Demon from the Dark,[],two things never contained velociraptors zombies carrow graie,Two things that can never be contained? Velociraptors and zombies. ~Carrow Graie,-1,0.0,NEGATIVE,0.9667401313781738,-0.9667401313781738,confusion,0.11060797423124313
"He kissed her. A kiss about apple pie a la mode with the vanilla creaminess melting in the pie heat. A kiss about chocolate, when you haven't eaten chocolate in a year. A kiss about palm trees speeding by, trailing pink clouds when you drive down the Strip sizzling with champagne. A kiss about spotlights fanning the sky and the swollen sea spilling like tears all over your legs.",50,Francesca Lia Block,Weetzie Bat,,kissed kiss apple pie la mode vanilla creaminess melting pie heat kiss chocolate eaten chocolate year kiss palm trees speeding trailing pink clouds drive strip sizzling champagne kiss spotlights fanning sky swollen sea spilling tears legs,"He kissed her. A kiss about apple pie a la mode with the vanilla creaminess melting in the pie heat. A kiss about chocolate, when you haven't eaten chocolate in a year. A kiss about palm trees speeding by, trailing pink clouds when you drive down the Strip sizzling with champagne. A kiss about spotlights fanning the sky and the swollen sea spilling like tears all over your legs.",-1,0.0,POSITIVE,0.9991520643234253,0.9991520643234253,excitement,0.12517234683036804
"... don't ever underestimate people, don't ever underestimate the pleasure they receive from viewing pain that is not their own... Pain by itself is just Pain. But Pain + Distance can = entertainment, voyeurism, human interest, cinéma vérité, a good belly chuckle, a sympathetic smile, a raised eyebrow, disguised contempt.",62,Zadie Smith,White Teeth,,ever underestimate people ever underestimate pleasure receive viewing pain pain pain pain distance entertainment voyeurism human interest cin v rit good belly chuckle sympathetic smile raised eyebrow disguised contempt,"... don't ever underestimate people, don't ever underestimate the pleasure they receive from viewing pain that is not their own... Pain by itself is just Pain. But Pain + Distance can = entertainment, voyeurism, human interest, cinéma vérité, a good belly chuckle, a sympathetic smile, a raised eyebrow, disguised contempt.",0,0.6800265752746,POSITIVE,0.9916983842849731,0.9916983842849731,annoyance,0.09774199873209
"But there's a juicy artery in your groin,"" he said after a pause to regroup, his voice as slithery as a snake on a slide.
""Don't you talk dirty,"" I told him. ""I won't listen to that.",102,Charlaine Harris,Dead Until Dark,['salacious-talk'],there's juicy artery groin pause regroup voice slithery snake slide talk dirty told listen,"But there's a juicy artery in your groin,"" he said after a pause to regroup, his voice as slithery as a snake on a slide.
""Don't you talk dirty,"" I told him. ""I won't listen to that.",0,0.9753304698027468,NEGATIVE,0.9432075619697571,-0.9432075619697571,annoyance,0.1019672080874443
"I mean, maybe I am crazy. I mean, maybe. But if this is all there is, then I don't want to be sane.",985,Neil Gaiman,Neverwhere,['sanity'],mean maybe crazy mean maybe want sane,"I mean, maybe I am crazy. I mean, maybe. But if this is all there is, then I don't want to be sane.",0,1.0,NEGATIVE,0.9993237257003784,-0.9993237257003784,confusion,0.283539354801178
"For she was of that generation who, having found nothing in religion, had formed themselves through literature.",71,Doris Lessing,A Proper Marriage,[],generation found nothing religion formed literature,"For she was of that generation who, having found nothing in religion, had formed themselves through literature.",0,0.9522300948181848,POSITIVE,0.9586548805236816,0.9586548805236816,surprise,0.10089417546987534
"At the end, all that's left of you are your possessions. Perhaps that's why I've never been able to throw anything away. Perhaps that's why I hoarded the world: with the hope that when I died, the sum total of my things would suggest a life larger than the one I lived.",564,Nicole Krauss,The History of Love,[],end that's left possessions perhaps that's never able throw anything away perhaps that's hoarded world hope died sum total things suggest life larger one lived,"At the end, all that's left of you are your possessions. Perhaps that's why I've never been able to throw anything away. Perhaps that's why I hoarded the world: with the hope that when I died, the sum total of my things would suggest a life larger than the one I lived.",-1,0.0,NEGATIVE,0.9765509963035583,-0.9765509963035583,caring,0.08487993478775024
"Conventionality is not morality. Self-righteousness is not religion. To attack the first is not to assail the last. To pluck the mask from the face of the Pharisee, is not to lift an impious hand to the Crown of Thorns.
These things and deeds are diametrically opposed: they are as distinct as is vice from virtue. Men too often confound them: they should not be confounded: appearance should not be mistaken for truth; narrow human doctrines, that only tend to elate and magnify a few, should not be substituted for the world-redeeming creed of Christ. There is – I repeat it – a difference; and it is a good, and not a bad action to mark broadly and clearly the line of separation between them.",333,Charlotte Brontë,Jane Eyre,"['criticism', 'religion', 'truth']",conventionality morality self righteousness religion attack first assail last pluck mask face pharisee lift impious hand crown thorns things deeds diametrically opposed distinct vice virtue men often confound confounded appearance mistaken truth narrow human doctrines tend elate magnify substituted world redeeming creed christ repeat difference good bad action mark broadly clearly line separation,"Conventionality is not morality. Self-righteousness is not religion. To attack the first is not to assail the last. To pluck the mask from the face of the Pharisee, is not to lift an impious hand to the Crown of Thorns.
These things and deeds are diametrically opposed: they are as distinct as is vice from virtue. Men too often confound them: they should not be confounded: appearance should not be mistaken for truth; narrow human doctrines, that only tend to elate and magnify a few, should not be substituted for the world-redeeming creed of Christ. There is – I repeat it – a difference; and it is a good, and not a bad action to mark broadly and clearly the line of separation between them.",0,1.0,POSITIVE,0.995785653591156,0.995785653591156,confusion,0.10687212646007538
To die laughing must be the most glorious of all glorious deaths!,251,Edgar Allan Poe,The Complete Stories and Poems,,die laughing glorious glorious deaths,To die laughing must be the most glorious of all glorious deaths!,0,0.3341309579033061,POSITIVE,0.9997712969779968,0.9997712969779968,joy,0.18551942706108093
"Sebastian sighed an exaggerated sigh and swung the door shut. Clary stared at Jace. ""What the f-""
""Language, Fray."" Jace's eyes danced. ""Relax.",81,Cassandra Clare,City of Lost Souls,,sebastian sighed exaggerated sigh swung door shut clary stared jace f language fray jace's eyes danced relax,"Sebastian sighed an exaggerated sigh and swung the door shut. Clary stared at Jace. ""What the f-""
""Language, Fray."" Jace's eyes danced. ""Relax.",0,1.0,POSITIVE,0.9949178695678711,0.9949178695678711,confusion,0.1213039681315422
"In everybody’s life there’s a point of no return. And in a very few cases, a point where you can’t go forward anymore. And when we reach that point, all we can do is quietly accept the fact. That’s how we survive.",1596,Haruki Murakami,Kafka on the Shore,"['life-lessons', 'point-of-no-return', 'problems', 'struggles']",everybody life point return cases point go forward anymore reach point quietly accept fact survive,"In everybody’s life there’s a point of no return. And in a very few cases, a point where you can’t go forward anymore. And when we reach that point, all we can do is quietly accept the fact. That’s how we survive.",-1,0.0,POSITIVE,0.9924081563949585,0.9924081563949585,realization,0.18630240857601166
"Every decision you make, makes you. Never let other people choose who you’re going to be.",133,Cassandra Clare,The Lost Herondale,"['choose', 'decision', 'simon-lewis']",every decision make makes never let people choose going,"Every decision you make, makes you. Never let other people choose who you’re going to be.",0,1.0,POSITIVE,0.9997548460960388,0.9997548460960388,realization,0.2890791893005371
"I realized then what had happened.
She had turned us--all of us, except for Mouse--into great, gaunt, long-legged hounds.
Wonderful!"" Lea said, pirouetting upon one toe, laughing. ""Come, children!"" And she leapt off into the jungle, nimble and swift as a doe.
A bunch of us dogs stood around for a moment, just sort of staring at one another.
And Mouse said, in what sounded to me like perfectly understandable English, ""That 
.",107,Jim Butcher,Changes,"['humor', 'karrin-murphy', 'leanansidhe', 'molly-carpenter', 'mouse', 'sanya', 'thomas-raith']",realized happened turned us us except mouse great gaunt long legged hounds wonderful lea pirouetting upon one toe laughing come children leapt jungle nimble swift doe bunch us dogs stood around moment sort staring one another mouse sounded perfectly understandable english,"I realized then what had happened.
She had turned us--all of us, except for Mouse--into great, gaunt, long-legged hounds.
Wonderful!"" Lea said, pirouetting upon one toe, laughing. ""Come, children!"" And she leapt off into the jungle, nimble and swift as a doe.
A bunch of us dogs stood around for a moment, just sort of staring at one another.
And Mouse said, in what sounded to me like perfectly understandable English, ""That 
.",-1,0.0,POSITIVE,0.9993098974227905,0.9993098974227905,realization,0.2272123247385025
"Knowing there's one thing I still haven't told you: I now believe, by the way, that miracles can happen.",811,Nicholas Sparks,A Walk to Remember,[],knowing there's one thing still told believe way miracles happen,"Knowing there's one thing I still haven't told you: I now believe, by the way, that miracles can happen.",0,1.0,POSITIVE,0.9980897307395935,0.9980897307395935,realization,0.21323825418949127
"He wanted to hear her concerns and alleviate them, he wanted to hold her and kiss her and convince her that he would find a way to make their relationship work, no matter how hard that might be. He wanted to to make her hear his words: that he couldn't imagine a lofe without her,that his feelings for her were real. But most of all, he wanted to reassure himself that she felt the same way about him.",51,Nicholas Sparks,True Believer,['love'],wanted hear concerns alleviate wanted hold kiss convince find way make relationship work matter hard wanted make hear words imagine lofe without feelings real wanted reassure felt way,"He wanted to hear her concerns and alleviate them, he wanted to hold her and kiss her and convince her that he would find a way to make their relationship work, no matter how hard that might be. He wanted to to make her hear his words: that he couldn't imagine a lofe without her,that his feelings for her were real. But most of all, he wanted to reassure himself that she felt the same way about him.",0,0.3851790579933479,POSITIVE,0.9950291514396667,0.9950291514396667,desire,0.2739977240562439
"The second you stop questioning yourself is the second that you become the monster.
-Merry",55,Laurell K. Hamilton,A Kiss of Shadows,[],second stop questioning second become monster merry,"The second you stop questioning yourself is the second that you become the monster.
-Merry",0,1.0,NEGATIVE,0.9578651189804077,-0.9578651189804077,realization,0.07245990633964539
"You asked me who I belong to,"" he whispered. ""I belong to 
. Your blood is my blood, your bones my bones. The first time you saw me, I looked familiar, didn't I? Just like you looked familiar to me.",76,Cassandra Clare,City of Lost Souls,,asked belong whispered belong blood blood bones bones first time saw looked familiar looked familiar,"You asked me who I belong to,"" he whispered. ""I belong to 
. Your blood is my blood, your bones my bones. The first time you saw me, I looked familiar, didn't I? Just like you looked familiar to me.",-1,0.0,POSITIVE,0.994354248046875,0.994354248046875,realization,0.14241620898246765
