QUOTE,LIKES,AUTHOR,TITLE,TAGS,processed_quote,original_quote,topic,topic_prob,sentiment_label,sentiment_score,sentiment_value,primary_emotion,emotion_score,perplexity,log_perplexity,surprise_score,sentiment_bin
"Knowing there's one thing I still haven't told you: I now believe, by the way, that miracles can happen.",811,Nicholas Sparks,A Walk to Remember,[],knowing there's one thing still told believe way miracles happen,"Knowing there's one thing I still haven't told you: I now believe, by the way, that miracles can happen.",0,1.0,POSITIVE,0.9980897307395936,0.9980897307395936,realization,0.2132382541894912,21.14119529724121,1.3251295381426877,0.17378265819658203,Very Positive
"He wanted to hear her concerns and alleviate them, he wanted to hold her and kiss her and convince her that he would find a way to make their relationship work, no matter how hard that might be. He wanted to to make her hear his words: that he couldn't imagine a lofe without her,that his feelings for her were real. But most of all, he wanted to reassure himself that she felt the same way about him.",51,Nicholas Sparks,True Believer,['love'],wanted hear concerns alleviate wanted hold kiss convince find way make relationship work matter hard wanted make hear words imagine lofe without feelings real wanted reassure felt way,"He wanted to hear her concerns and alleviate them, he wanted to hold her and kiss her and convince her that he would find a way to make their relationship work, no matter how hard that might be. He wanted to to make her hear his words: that he couldn't imagine a lofe without her,that his feelings for her were real. But most of all, he wanted to reassure himself that she felt the same way about him.",0,0.3851790579933479,POSITIVE,0.9950291514396667,0.9950291514396667,desire,0.2739977240562439,19.775304794311523,1.296123185948096,0.1602064257022179,Very Positive
"The second you stop questioning yourself is the second that you become the monster.
-Merry",55,Laurell K. Hamilton,A Kiss of Shadows,[],second stop questioning second become monster merry,"The second you stop questioning yourself is the second that you become the monster.
-Merry",0,1.0,NEGATIVE,0.9578651189804076,-0.9578651189804076,realization,0.0724599063396453,132.13111877441406,2.121005112243084,0.5462869895956567,Very Negative
"You asked me who I belong to,"" he whispered. ""I belong to 
. Your blood is my blood, your bones my bones. The first time you saw me, I looked familiar, didn't I? Just like you looked familiar to me.",76,Cassandra Clare,City of Lost Souls,,asked belong whispered belong blood blood bones bones first time saw looked familiar looked familiar,"You asked me who I belong to,"" he whispered. ""I belong to 
. Your blood is my blood, your bones my bones. The first time you saw me, I looked familiar, didn't I? Just like you looked familiar to me.",-1,0.0,POSITIVE,0.994354248046875,0.994354248046875,realization,0.1424162089824676,22.22735595703125,1.3468878045088946,0.18396647175853012,Very Positive
"One of the strange things about living in the world is that it is only now and then one is quite sure one is going to live forever and ever and ever. One knows it sometimes when one gets up at the tender solemn dawn-time and goes out and stands out and throws one's head far back and looks up and up and watches the pale sky slowly changing and flushing and marvelous unknown things happening until the East almost makes one cry out and one's heart stands still at the strange unchanging majesty of the rising of the sun--which has been happening every morning for thousands and thousands and thousands of years. One knows it then for a moment or so. And one knows it sometimes when one stands by oneself in a wood at sunset and the mysterious deep gold stillness slanting through and under the branches seems to be saying slowly again and again something one cannot quite hear, however much one tries. Then sometimes the immense quiet of the dark blue at night with the millions of stars waiting and watching makes one sure; and sometimes a sound of far-off music makes it true; and sometimes a look in someone's eyes.",526,Frances Hodgson Burnett,The Secret Garden,,one strange things living world one quite sure one going live forever ever ever one knows sometimes one gets tender solemn dawn time goes stands throws one's head far back looks watches pale sky slowly changing flushing marvelous unknown things happening east almost makes one cry one's heart stands still strange unchanging majesty rising sun happening every morning thousands thousands thousands years one knows moment one knows sometimes one stands oneself wood sunset mysterious deep gold stillness slanting branches seems saying slowly something one cannot quite hear however much one tries sometimes immense quiet dark blue night millions stars waiting watching makes one sure sometimes sound far music makes true sometimes look someone's eyes,"One of the strange things about living in the world is that it is only now and then one is quite sure one is going to live forever and ever and ever. One knows it sometimes when one gets up at the tender solemn dawn-time and goes out and stands out and throws one's head far back and looks up and up and watches the pale sky slowly changing and flushing and marvelous unknown things happening until the East almost makes one cry out and one's heart stands still at the strange unchanging majesty of the rising of the sun--which has been happening every morning for thousands and thousands and thousands of years. One knows it then for a moment or so. And one knows it sometimes when one stands by oneself in a wood at sunset and the mysterious deep gold stillness slanting through and under the branches seems to be saying slowly again and again something one cannot quite hear, however much one tries. Then sometimes the immense quiet of the dark blue at night with the millions of stars waiting and watching makes one sure; and sometimes a sound of far-off music makes it true; and sometimes a look in someone's eyes.",0,0.6509784285793515,POSITIVE,0.9913554787635804,0.9913554787635804,confusion,0.1150736138224601,48.18644332885742,1.6829248719402357,0.34124641249588356,Very Positive
"Oh- my twitchy witchy girl
I think you are so nice,
I give you bowls of porridge
And I give you bowls of ice
Cream.
I give you lots of kisses,
And I give lots of hugs,
But I never give you sandwiches
With bugs
In.",199,Neil Gaiman,Coraline,,oh twitchy witchy girl think nice give bowls porridge give bowls ice cream give lots kisses give lots hugs never give sandwiches bugs,"Oh- my twitchy witchy girl
I think you are so nice,
I give you bowls of porridge
And I give you bowls of ice
Cream.
I give you lots of kisses,
And I give lots of hugs,
But I never give you sandwiches
With bugs
In.",0,0.9259850560091382,POSITIVE,0.9979830980300904,0.9979830980300904,nervousness,0.1237717866897583,30.94367027282715,1.4905718247059505,0.25121683301849734,Very Positive
"I showed him the Post-it. “You see They’re from Lily.”
“Who’s Lily?”
“Some girl.”
“Ooh... a girl!”
“Boomer, we’re not in third grade anymore. You don’t say, ‘Ooh... a girl!’”
“What? You fucking her?”
“Okay, Boomer, you’re right. I liked ‘Ooh... a girl!’ much more than that. 
Let’s stick with ‘Ooh... a girl!",187,David Levithan,Dash & Lily's Book of Dares,"['teen', 'ya']",showed post see lily lily girl ooh girl boomer third grade anymore ooh girl fucking okay boomer right liked ooh girl much let stick ooh girl,"I showed him the Post-it. “You see They’re from Lily.”
“Who’s Lily?”
“Some girl.”
“Ooh... a girl!”
“Boomer, we’re not in third grade anymore. You don’t say, ‘Ooh... a girl!’”
“What? You fucking her?”
“Okay, Boomer, you’re right. I liked ‘Ooh... a girl!’ much more than that. 
Let’s stick with ‘Ooh... a girl!",-1,0.0,POSITIVE,0.8739128112792969,0.8739128112792969,confusion,0.1536258161067962,25.51349449157715,1.4067699464369767,0.21199391470007073,Very Positive
"I always say perseverance is nine-tenths of any art — not that it's much help to be nine-tenths an artist, of course.",55,Peter S. Beagle,The Last Unicorn,,always perseverance nine tenths art much help nine tenths artist course,"I always say perseverance is nine-tenths of any art — not that it's much help to be nine-tenths an artist, of course.",0,0.6274766500137687,NEGATIVE,0.9826971888542176,-0.9826971888542176,caring,0.0812797620892524,29.747716903686523,1.4734536398400595,0.24320477910486624,Very Negative
You can't depend on your eyes when your imagination is out of focus.,3632,Mark Twain,A Connecticut Yankee in King Arthur's Court,[],can't depend eyes imagination focus,You can't depend on your eyes when your imagination is out of focus.,-1,0.0,NEGATIVE,0.9955360889434814,-0.9955360889434814,confusion,0.139682188630104,38.11541748046875,1.581100680985781,0.29358826918043596,Very Negative
"For there is nothing lost, that may be found, if sought.",1326,Edmund Spenser,The Faerie Queene,"['finding', 'the-faerie-queene']",nothing lost found sought,"For there is nothing lost, that may be found, if sought.",-1,0.0,NEGATIVE,0.5567170977592468,-0.5567170977592468,relief,0.105996236205101,78.03799438476562,1.8923060992819123,0.4392459197512603,Negative
"Take a moment from time to time to remember that you are alive. I know this sounds a trifle obvious, but it is amazing how little time we take to remark upon this singular and gratifying fact. By the most astounding stroke of luck an infinitesimal portion of all the matter in the universe came together to create you and for the tiniest moment in the great span of eternity you have the incomparable privilege to exist.",67,Bill Bryson,I'm a Stranger Here Myself: Notes on Returning to America After Twenty Years Away,,take moment time time remember alive know sounds trifle obvious amazing little time take remark upon singular gratifying fact astounding stroke luck infinitesimal portion matter universe came together create tiniest moment great span eternity incomparable privilege exist,"Take a moment from time to time to remember that you are alive. I know this sounds a trifle obvious, but it is amazing how little time we take to remark upon this singular and gratifying fact. By the most astounding stroke of luck an infinitesimal portion of all the matter in the universe came together to create you and for the tiniest moment in the great span of eternity you have the incomparable privilege to exist.",-1,0.0,POSITIVE,0.999751627445221,0.999751627445221,realization,0.1492049992084503,26.48287582397461,1.4229651441614506,0.21957397054868752,Very Positive
Dudley thought for a moment. It looked like hard work.,85,J.K. Rowling,Harry Potter and the Sorcerer's Stone,['harry-potter'],dudley thought moment looked hard work,Dudley thought for a moment. It looked like hard work.,0,0.610737277597265,NEGATIVE,0.9865967631340028,-0.9865967631340028,curiosity,0.2114602774381637,31.78211784362793,1.5021828336251521,0.2566512894273459,Very Negative
"You can't eat books, sweetheart.",747,Markus Zusak,The Book Thief,[],can't eat books sweetheart,"You can't eat books, sweetheart.",0,1.0,NEGATIVE,0.9818488359451294,-0.9818488359451294,realization,0.1153841540217399,109.8999252319336,2.0409973969606177,0.5088399043251354,Very Negative
"Kools and Newports were for black people and lower-class whites. Camels were for procrastinators, those who wrote bad poetry, and those who put off writing bad poetry. Merits were for sex addicts, Salems were for alcoholics, and Mores were for people who considered themselves to be outrageous but really weren't.",110,David Sedaris,When You Are Engulfed in Flames,"['smoking', 'stereotypes']",kools newports black people lower class whites camels procrastinators wrote bad poetry put writing bad poetry merits sex addicts salems alcoholics mores people considered outrageous really,"Kools and Newports were for black people and lower-class whites. Camels were for procrastinators, those who wrote bad poetry, and those who put off writing bad poetry. Merits were for sex addicts, Salems were for alcoholics, and Mores were for people who considered themselves to be outrageous but really weren't.",-1,0.0,NEGATIVE,0.9954894185066224,-0.9954894185066224,curiosity,0.0787571817636489,43.8958740234375,1.6424237008101195,0.3222901055508481,Very Negative
"Chaos and intensity are no substitute for lasting love, nor are they necessarily an improvement on real life.",53,Kay Redfield Jamison,An Unquiet Mind: A Memoir of Moods and Madness,[],chaos intensity substitute lasting love necessarily improvement real life,"Chaos and intensity are no substitute for lasting love, nor are they necessarily an improvement on real life.",0,0.7788565942083646,POSITIVE,0.9708386659622192,0.9708386659622192,confusion,0.0977575406432151,70.76483917236328,1.8498175239832209,0.4193594213477526,Very Positive
"Then what is magic for?"" Prince Lír demanded wildly. ""What use is wizardry if it cannot save a unicorn?"" He gripped the magician's shoulder hard, to keep from falling.
Schmedrick did not turn his head. With a touch of sad mockery in his voice, he said, ""That's what heroes are for.",116,Peter S. Beagle,The Last Unicorn,,magic prince l r demanded wildly use wizardry cannot save unicorn gripped magician's shoulder hard keep falling schmedrick turn head touch sad mockery voice that's heroes,"Then what is magic for?"" Prince Lír demanded wildly. ""What use is wizardry if it cannot save a unicorn?"" He gripped the magician's shoulder hard, to keep from falling.
Schmedrick did not turn his head. With a touch of sad mockery in his voice, he said, ""That's what heroes are for.",0,0.8999452753442432,NEGATIVE,0.9069291949272156,-0.9069291949272156,curiosity,0.1305805891752243,46.33670425415039,1.6659251409097782,0.3332898001213645,Very Negative
"Almost all the time, you tell yourself you're loving somebody when you're just using them. 
This only looks like love.",309,Chuck Palahniuk,Invisible Monsters,[],almost time tell loving somebody using looks love,"Almost all the time, you tell yourself you're loving somebody when you're just using them. 
This only looks like love.",-1,0.0,POSITIVE,0.995154857635498,0.995154857635498,love,0.3277937173843384,52.887603759765625,1.7233538903790475,0.3601689488479927,Very Positive
"She narrowed her eyes. “What is our heart’s desire?”
“Vengeance.” His voice was soft, as if he were afraid that someone might be listening. “Justice.” Prince Doran pressed the onyx dragon into her palm with his swollen, gouty fingers, and whispered, “Fire and blood.",140,George R.R. Martin,A Feast for Crows,,narrowed eyes heart desire vengeance voice soft afraid someone listening justice prince doran pressed onyx dragon palm swollen gouty fingers whispered fire blood,"She narrowed her eyes. “What is our heart’s desire?”
“Vengeance.” His voice was soft, as if he were afraid that someone might be listening. “Justice.” Prince Doran pressed the onyx dragon into her palm with his swollen, gouty fingers, and whispered, “Fire and blood.",-1,0.0,POSITIVE,0.9788969159126282,0.9788969159126282,desire,0.1995493322610855,41.47245407104492,1.6177597348571244,0.31074629839562184,Very Positive
"He stood a few meters from the step and spoke with great conviction, great joy. 
 he announced.
All is shit.",162,Markus Zusak,The Book Thief,['the-book-thief'],stood meters step spoke great conviction great joy announced shit,"He stood a few meters from the step and spoke with great conviction, great joy. 
 he announced.
All is shit.",-1,0.0,POSITIVE,0.9990130662918092,0.9990130662918092,excitement,0.1512387543916702,139.36814880371094,2.1441635314424508,0.5571261354883681,Very Positive
It starts when you begin to overlook good manners. Any time you quit hearing Sir and Mam the end is pretty much in sight...,51,Cormac McCarthy,No Country for Old Men,,starts begin overlook good manners time quit hearing sir mam end pretty much sight,It starts when you begin to overlook good manners. Any time you quit hearing Sir and Mam the end is pretty much in sight...,-1,0.0,POSITIVE,0.998040735721588,0.998040735721588,annoyance,0.1006551384925842,238.9034423828125,2.3782224075861658,0.6666758540665324,Very Positive
"If every library is in some sense a reflection of its readers, it is also an image of that which we are not, and cannot be.",60,Alberto Manguel,The Library at Night,"['library', 'readers', 'reflection']",every library sense reflection readers also image cannot,"If every library is in some sense a reflection of its readers, it is also an image of that which we are not, and cannot be.",0,1.0,POSITIVE,0.9720962047576904,0.9720962047576904,realization,0.1887435019016266,26.77998161315918,1.427810274494278,0.22184170195533526,Very Positive
"Whether it's right or wrong, fight for what you believe in.",181,Simone Elkeles,Perfect Chemistry,,whether right wrong fight believe,"Whether it's right or wrong, fight for what you believe in.",-1,0.0,NEGATIVE,0.6580873131752014,-0.6580873131752014,pride,0.1644520312547683,9.93581771850586,0.9972036153835094,0.02029908541084009,Very Negative
"I have seen many cases like N. during the five years I've been in practice. I sometimes picture these unfortunates as men and women being pecked to death by predatory birds. The birds are invisible - at least until a psychiatrist who is good, or lucky, or both, sprays them with his version of Luminol and shines the right light on them - but they are nevertheless very real. The wonder is that so many OCDs manage to live productive lives, just the same. They work, they eat (often not enough or too much, it's true), they go to movies, they make love to their girlfriends and boyfriends, their wives and husbands . . . and all the time those birds are there, clinging to them and pecking away little bits of flesh.",52,Stephen King,Just After Sunset,"['horror', 'humor', 'life', 'ocd']",seen many cases n five years practice sometimes picture unfortunates men women pecked death predatory birds birds invisible least psychiatrist good lucky sprays version luminol shines right light nevertheless real wonder many ocds manage live productive lives work eat often enough much true go movies make love girlfriends boyfriends wives husbands time birds clinging pecking away little bits flesh,"I have seen many cases like N. during the five years I've been in practice. I sometimes picture these unfortunates as men and women being pecked to death by predatory birds. The birds are invisible - at least until a psychiatrist who is good, or lucky, or both, sprays them with his version of Luminol and shines the right light on them - but they are nevertheless very real. The wonder is that so many OCDs manage to live productive lives, just the same. They work, they eat (often not enough or too much, it's true), they go to movies, they make love to their girlfriends and boyfriends, their wives and husbands . . . and all the time those birds are there, clinging to them and pecking away little bits of flesh.",-1,0.0,POSITIVE,0.998854160308838,0.998854160308838,curiosity,0.1210176274180412,53.907039642333984,1.7316454827783674,0.3640497741722697,Very Positive
People always loved best what they identified most with.,106,Arundhati Roy,The God of Small Things,,people always loved best identified,People always loved best what they identified most with.,0,1.0,POSITIVE,0.9996398687362672,0.9996398687362672,caring,0.1366770714521408,259.7161865234375,2.414499017394978,0.6836548828519442,Very Positive
"Summer will end soon enough, and childhood as well.",720,George R.R. Martin,A Game of Thrones,"['summer', 'winter']",summer end soon enough childhood well,"Summer will end soon enough, and childhood as well.",16,1.0,POSITIVE,0.9992091059684752,0.9992091059684752,realization,0.1093297898769378,90.69157409667969,1.9575669398351714,0.46979082723169374,Very Positive
"Innocent?” He was incensed at her suggestion he was somehow responsible for this mess. “I’ve done nothing wrong, I intend nothing wrong. I am innocent!”
“Half the evil in this world occurs while decent people stand by and do nothing wrong. It’s not enough to refrain from evil, Trell. People have to attempt to do right, even if they believe they cannot succeed.”
“Even when it’s stupid to try?” he asked with savage sarcasm.
“Especially then,” she replied sweetly. “That’s how it’s done, Trell. You break your heart against this stony world. You fling yourself at it, on the side of good, and you do not ask the cost. That’s how you do it.",57,Robin Hobb,The Mad Ship,,innocent incensed suggestion somehow responsible mess done nothing wrong intend nothing wrong innocent half evil world occurs decent people stand nothing wrong enough refrain evil trell people attempt right even believe cannot succeed even stupid try asked savage sarcasm especially replied sweetly done trell break heart stony world fling side good ask cost,"Innocent?” He was incensed at her suggestion he was somehow responsible for this mess. “I’ve done nothing wrong, I intend nothing wrong. I am innocent!”
“Half the evil in this world occurs while decent people stand by and do nothing wrong. It’s not enough to refrain from evil, Trell. People have to attempt to do right, even if they believe they cannot succeed.”
“Even when it’s stupid to try?” he asked with savage sarcasm.
“Especially then,” she replied sweetly. “That’s how it’s done, Trell. You break your heart against this stony world. You fling yourself at it, on the side of good, and you do not ask the cost. That’s how you do it.",-1,0.0,POSITIVE,0.9900429248809814,0.9900429248809814,anger,0.2173001021146774,29.29368019104004,1.4667739359103371,0.24007838758431038,Very Positive
"Esme Weatherwax hadn't done nice. She'd done what was 
.",55,Terry Pratchett,The Shepherd's Crown,['granny-weatherwax'],esme weatherwax done nice done,"Esme Weatherwax hadn't done nice. She'd done what was 
.",-1,0.0,NEGATIVE,0.9974393844604492,-0.9974393844604492,disappointment,0.1950515359640121,628.3082275390625,2.798172746730772,0.8632308500917564,Very Negative
"Gatsby believed in the green light, the orgastic future that year by year recedes before us. It eluded us then, but that's no matter - to-morrow we will run faster, stretch out our arms farther ... And one fine morning ---",534,F. Scott Fitzgerald,The Great Gatsby,,gatsby believed green light orgastic future year year recedes us eluded us that's matter morrow run faster stretch arms farther one fine morning,"Gatsby believed in the green light, the orgastic future that year by year recedes before us. It eluded us then, but that's no matter - to-morrow we will run faster, stretch out our arms farther ... And one fine morning ---",-1,0.0,NEGATIVE,0.887563943862915,-0.887563943862915,surprise,0.1068559139966964,135.39532470703125,2.131603668123175,0.5512475740141088,Very Negative
"Ornon said, ""I have seen him jump across atriums four stories above the ground, a distance that would make your blood freeze, and I heard him once confess that he sometimes thinks the distance is beyond him. He always jumps, Your Majesty. The Thieves are not trained in self-preservation. I beg you would take my advice.",86,Megan Whalen Turner,The King of Attolia,,ornon seen jump across atriums four stories ground distance make blood freeze heard confess sometimes thinks distance beyond always jumps majesty thieves trained self preservation beg take advice,"Ornon said, ""I have seen him jump across atriums four stories above the ground, a distance that would make your blood freeze, and I heard him once confess that he sometimes thinks the distance is beyond him. He always jumps, Your Majesty. The Thieves are not trained in self-preservation. I beg you would take my advice.",-1,0.0,NEGATIVE,0.9821980595588684,-0.9821980595588684,excitement,0.0783034414052963,59.7083740234375,1.7760352446491443,0.38482611045489573,Very Negative
Beauty is life when life unveils her holy face. But you are life and you are the veil. Beauty is eternity gazing at itself in a mirror. But you are eternity and you are the mirror.,65,Kahlil Gibran,The Prophet,[],beauty life life unveils holy face life veil beauty eternity gazing mirror eternity mirror,Beauty is life when life unveils her holy face. But you are life and you are the veil. Beauty is eternity gazing at itself in a mirror. But you are eternity and you are the mirror.,-1,0.0,POSITIVE,0.9990536570549012,0.9990536570549012,realization,0.1210032328963279,42.880977630615234,1.632264678147903,0.31753524176609826,Very Positive
"For readers, one of life’s most electrifying discoveries is that they are readers—not just capable of doing it (which Morris already knew), but in love with it. Hopelessly. Head over heels. The first book that does that is never forgotten, and each page seems to bring a fresh revelation, one that burns and exalts: Yes! That’s how it is! Yes! I saw that, too! And, of course, That’s what I think! That’s what I FEEL!",81,Stephen King,Finders Keepers,,readers one life electrifying discoveries readers capable morris already knew love hopelessly head heels first book never forgotten page seems bring fresh revelation one burns exalts yes yes saw course think feel,"For readers, one of life’s most electrifying discoveries is that they are readers—not just capable of doing it (which Morris already knew), but in love with it. Hopelessly. Head over heels. The first book that does that is never forgotten, and each page seems to bring a fresh revelation, one that burns and exalts: Yes! That’s how it is! Yes! I saw that, too! And, of course, That’s what I think! That’s what I FEEL!",0,1.0,POSITIVE,0.9996438026428224,0.9996438026428224,love,0.1449750810861587,46.53770446777344,1.6678049573442173,0.3341696358480172,Very Positive
"Look at the rain long enough, with no thoughts in your head, and you gradually feel your body falling loose, shaking free of the world of reality. Rain has the power to hypnotize.",91,Haruki Murakami,"South of the Border, West of the Sun","['rain', 'reality']",look rain long enough thoughts head gradually feel body falling loose shaking free world reality rain power hypnotize,"Look at the rain long enough, with no thoughts in your head, and you gradually feel your body falling loose, shaking free of the world of reality. Rain has the power to hypnotize.",-1,0.0,POSITIVE,0.976842761039734,0.976842761039734,realization,0.1123684272170066,50.52687454223633,1.7035224347701732,0.3508869663966475,Very Positive
"You want sensitive and understanding, stick with the therapist.You want great,
headbanging sex, get off the fucking phone and come with me.",158,Jennifer Crusie,Welcome to Temptation,['seduction'],want sensitive understanding stick therapist want great headbanging sex get fucking phone come,"You want sensitive and understanding, stick with the therapist.You want great,
headbanging sex, get off the fucking phone and come with me.",-1,0.0,POSITIVE,0.9905162453651428,0.9905162453651428,desire,0.3364617526531219,117.64600372314453,2.070577179361904,0.522684527058753,Very Positive
You'll become the center of someone's world one day. And he'll be the luckiest son of a bitch on this earth.,252,Jennifer L. Armentrout,Pure,,become center someone's world one day luckiest son bitch earth,You'll become the center of someone's world one day. And he'll be the luckiest son of a bitch on this earth.,-1,0.0,POSITIVE,0.9996328353881836,0.9996328353881836,excitement,0.1387657970190048,24.407209396362305,1.38751812710083,0.20298322719639506,Very Positive
"Hey, ah, does anyone want a cookie or something? Oh yeah. A cookie. That would make everything better. Dunked in a shot of tequila , maybe? Or better yet, just the bottle? Yeah, that ought to do it.",380,Kim Harrison,Every Which Way But Dead,,hey ah anyone want cookie something oh yeah cookie make everything better dunked shot tequila maybe better yet bottle yeah ought,"Hey, ah, does anyone want a cookie or something? Oh yeah. A cookie. That would make everything better. Dunked in a shot of tequila , maybe? Or better yet, just the bottle? Yeah, that ought to do it.",0,1.0,NEGATIVE,0.9971346855163574,-0.9971346855163574,desire,0.1995265185832977,37.44029235839844,1.5733392313359247,0.28995557368557134,Very Negative
"Well,"" Lucien said, his remaining russet eye fixed on me, ""you don't look half as bad now. A relief, I suppose, since you're to live with us. Though the tunic isn't as pretty as a dress.""
Wolves ready to pounce - that's what they were, just like their friend. I was all to aware of my diction, of the very breath I took as I said, ""I'd prefer not to wear that dress""
""And why not?"" Lucien crooned.
It was Tamlin who answered for me. ""Because killing us is easier in pants.",74,Sarah J. Maas,A Court of Thorns and Roses,['lucien'],well lucien remaining russet eye fixed look half bad relief suppose since live us though tunic pretty dress wolves ready pounce that's friend aware diction breath took prefer wear dress lucien crooned tamlin answered killing us easier pants,"Well,"" Lucien said, his remaining russet eye fixed on me, ""you don't look half as bad now. A relief, I suppose, since you're to live with us. Though the tunic isn't as pretty as a dress.""
Wolves ready to pounce - that's what they were, just like their friend. I was all to aware of my diction, of the very breath I took as I said, ""I'd prefer not to wear that dress""
""And why not?"" Lucien crooned.
It was Tamlin who answered for me. ""Because killing us is easier in pants.",-1,0.0,POSITIVE,0.992199718952179,0.992199718952179,relief,0.1358866542577743,40.197174072265625,1.6041955225381925,0.3043976579733673,Very Positive
"Odors have a power of persuasion stronger than that of words, appearances, emotions, or will. The persuasive power of an odor cannot be fended off, it enters into us like breath into our lungs, it fills us up, imbues us totally. There is no remedy for it.",368,Patrick Süskind,Perfume: The Story of a Murderer,"['odors', 'perfume', 'perfumery', 'scent', 'sense-of-smell']",odors power persuasion stronger words appearances emotions persuasive power odor cannot fended enters us breath lungs fills us imbues us totally remedy,"Odors have a power of persuasion stronger than that of words, appearances, emotions, or will. The persuasive power of an odor cannot be fended off, it enters into us like breath into our lungs, it fills us up, imbues us totally. There is no remedy for it.",-1,0.0,POSITIVE,0.996327579021454,0.996327579021454,realization,0.147277757525444,42.92321014404297,1.632692194554628,0.3177353380103249,Very Positive
"He wanted to give her another word to say, something like luscious or whisper or strawberry. Hell, antidisestablishmentarianism would do it.",356,J.R. Ward,Lover Eternal,,wanted give another word something luscious whisper strawberry hell antidisestablishmentarianism,"He wanted to give her another word to say, something like luscious or whisper or strawberry. Hell, antidisestablishmentarianism would do it.",-1,0.0,NEGATIVE,0.992753803730011,-0.992753803730011,desire,0.2456355690956115,105.74931335449219,2.0242775561196735,0.5010142927141813,Very Negative
"When you apologize, try not to smile at the same time. It ruins the effect",61,Laurell K Hamilton,Burnt Offerings,[],apologize try smile time ruins effect,"When you apologize, try not to smile at the same time. It ruins the effect",0,0.3504072565326843,NEGATIVE,0.9997969269752502,-0.9997969269752502,remorse,0.1599150002002716,47.603858947753906,1.677642159690776,0.3387738737492548,Very Negative
"Now are the woods all black,
But still the sky is blue.",186,Marcel Proust,Swann's Way,[],woods black still sky blue,"Now are the woods all black,
But still the sky is blue.",-1,0.0,POSITIVE,0.9986777901649476,0.9986777901649476,confusion,0.1261740028858184,89.10038757324219,1.949879593156452,0.46619281514541244,Very Positive
"Daisy looked up at him with the kind of expression that Jesus might have given someone who had just explained that he was probably allergic to bread and fishes, so could He possibly do him a quick chicken salad...",82,Neil Gaiman,Anansi Boys,[],daisy looked kind expression jesus given someone explained probably allergic bread fishes possibly quick chicken salad,"Daisy looked up at him with the kind of expression that Jesus might have given someone who had just explained that he was probably allergic to bread and fishes, so could He possibly do him a quick chicken salad...",-1,0.0,NEGATIVE,0.8592349886894226,-0.8592349886894226,confusion,0.0714841708540916,90.88165283203125,1.9584762167967777,0.47021640833716055,Very Negative
"The suspense: the fearful, acute suspense: of standing idly by while the life of one we dearly love, is trembling in the balance; the racking thoughts that crowd upon the mind, and make the heart beat violently, and the breath come thick, by the force of the images they conjure up before it; the desperate anxiety 
 to relieve the pain, or lessen the danger, which we have no power to alleviate; the sinking of soul and spirit, which the sad remembrance of our helplessness produces; what tortures can equal these; what reflections of endeavours can, in the full tide and fever of the time, allay them!",123,Charles Dickens,Oliver Twist,"['helplessness', 'loved-ones', 'sickness']",suspense fearful acute suspense standing idly life one dearly love trembling balance racking thoughts crowd upon mind make heart beat violently breath come thick force images conjure desperate anxiety relieve pain lessen danger power alleviate sinking soul spirit sad remembrance helplessness produces tortures equal reflections endeavours full tide fever time allay,"The suspense: the fearful, acute suspense: of standing idly by while the life of one we dearly love, is trembling in the balance; the racking thoughts that crowd upon the mind, and make the heart beat violently, and the breath come thick, by the force of the images they conjure up before it; the desperate anxiety 
 to relieve the pain, or lessen the danger, which we have no power to alleviate; the sinking of soul and spirit, which the sad remembrance of our helplessness produces; what tortures can equal these; what reflections of endeavours can, in the full tide and fever of the time, allay them!",-1,0.0,POSITIVE,0.9724087119102478,0.9724087119102478,fear,0.1786524951457977,62.21342849731445,1.793884135379583,0.39318016644571124,Very Positive
"You know what?” His breath was warm against my cheek. “There are a lot of stupid things to do, but I really want to do the stupidest thing possible.”
“What’s that?”
“I want to kiss you.",466,Jennifer L. Armentrout,Pure,"['pure', 'seth']",know breath warm cheek lot stupid things really want stupidest thing possible want kiss,"You know what?” His breath was warm against my cheek. “There are a lot of stupid things to do, but I really want to do the stupidest thing possible.”
“What’s that?”
“I want to kiss you.",0,0.5259258404760466,POSITIVE,0.9767916798591614,0.9767916798591614,desire,0.2467125654220581,20.511077880859375,1.3119884836452602,0.16763207401138933,Very Positive
